FID,MAP,REFNAME,PARKNAME,LOCATION,OBSERVER,FIELDDATE,APPROVDATE,MANAGER,CS,PS,PS_HIGH,PS_LOW,CU,CU_ACTUAL,PU,PU_HIGH,PU_LOW,TH_RANK_CS,TH_RANK_PS,PROB_FLAG,TRL_ENTPT,TRL_SIGN,PARKING,PKG_AUTO,PKG_BUS,PKG_HORSE,PKG_HANDIC,PKG_TYPE,PKG_SUBSTR,RESTROOM,RSTRM_TYPE,RANGER_STA,INFO_KIOSK,WAY_EXH,WATER,PHONE,GARBAGE,RECYC_BINS,MUTTMITT,SCEN_OVRLK,PICNIC,CAMP_REG,CAMP_GRP,CAMP_BCK,COMMENTS,COASTALZN,LVMCOG_TH,lat,lng,SMMTC_TH,DOGS,COUNTY,JURISDN
355,80,Topanga/Paradise Ln,NPS & TSP,Paradise Lane,MB - in office,5/27/2001,mb01/02/04 mb05/27/01,private,UP,EM,EM,EM,,HE,,,,Unauthorized,Tertiary,,Yes,No,Yes,1,0,0,0,pullout,dirt,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"No field check needed.  May be ""No Trespassing"" signs present.  Currently neighborhood entrance, but may become official if Santa Maria Cyn missing link is realized.",Outside,0,34.11768372,-118.5750335,0,,LOS ANGELES,Unincorp LA
356,92,Runyon Cyn Pacific View Dr,?,Pacific View Drive,Andrew,3/14/2000,mb06/09/00,OTH-PRIVATE,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"22 obviously connects to 21, but can't find 22 trailhead -- behind some houses.",Outside,0,34.12043668,-118.3458316,0,,LOS ANGELES,Los Angeles
357,80,Aft Trail Road,Ed Edelman,terminus of Aft Trail Road,MB - in office,5/28/2001,mb01/02/04 mb05/28/01,private,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,Yes,Y,Maybe,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"No field ck done.  Neighborhood entrance to state parkland.  ignore, close, SUP?",Outside,0,34.11762275,-118.5877112,0,,LOS ANGELES,Unincorp LA
358,0,Franklin Cyn Dr ^ Sycamore Meadow,Franklin Canyon,,MB/EE,6/21/2000,mb10/31/00,MRCA,OP,OP,OP,OP,HO,HO,,,,Tertiary,Tertiary,,Yes,No,Yes,4,0,0,0,pullout,paved,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,XX,,out,0,34.12006596,-118.4088519,0,Y,LOS ANGELES,Los Angeles
359,67,Paramount Ranch Main Entrance,Paramount Ranch,Paramount Ranch Main Entrance,MB,,mb01/01/04 mb12/17/02,NPS,OP,OP,OP,OP,MU,HE,,,,Primary,Primary,,Yes,Yes,Yes,100,999,1,999,parking lot,dirt,Yes,flush,Yes,Yes,Yes,Yes,Yes,Yes,Yes,XX,No,Yes,No,No,No,In-hse review.  Proposed shuttle stop.  Disorganized layout for a primary TH.,Outside,1,34.1157198,-118.7553023,0,Y,LOS ANGELES,Unincorp LA
360,80,Clear Trail Road,Ed Edelman Park,terminus of Clear Trail Road,MB - in office,5/28/2001,mb01/02/04 mb05/28/01,private,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,Yes,Yes,Maybe,Maybe,0,0,0,0,,,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"No field ck done.  Neighborhood entrance to state parkland.  ignore, close, SUP?",Outside,0,34.11808257,-118.5890638,0,,LOS ANGELES,Unincorp LA
361,57,"Kanan Rd pullout, outside of N",,Kanan Road,Jessica/Jill,4/7/2003,entered by NK  09/10/03,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.11521455,-118.8032728,0,,LOS ANGELES,Unincorp LA
362,78,Topanga/Burson Rd/Portage Circle Dr,,Burson Road & Portage Circle Dr,Jessica/Jill,4/7/2003,mb12/07/03 entered by NK 09/03/0,OTH-PRIVATE,DL,DL,DL,DL,,,,,,NA,NA,,,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.11774872,-118.6245609,0,,LOS ANGELES,Unincorp LA
363,80,Topanga/Rubicon Rd,,Rubicon Road,Jessica,4/4/2003,mb12/07/03 entered by NK 09/03/0,OTH-PRIVATE,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.11820398,-118.5935974,0,,LOS ANGELES,Unincorp LA
364,0,WODOC Nature Trail / Rowen Trail,Franklin Canyon,Heavenly Pond,MB/EE,6/21/2000,mb10/31/00,MRCA,OP,OP,OP,OP,HO,,,,,Tertiary,Tertiary,,Yes,Yes,Yes,2,0,0,0,pullout,paved,Yes,flush,No,Yes,No,Yes,No,Yes,XX,XX,No,No,No,No,XX,Parking for universal access trail,out,0,34.12063179,-118.4107764,0,Y,LOS ANGELES,Los Angeles
365,78,Hodgson Circle Rd,,Hodgson Circle Road,Jessica/Jill,4/7/2003,entered by NK 09/03/03,,XX,XX,,,,,,,,XX,XX,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.11807525,-118.6320688,0,,LOS ANGELES,Unincorp LA
366,56,Westlake Blvd,,"Westlake Boulevard, north of Mulholland Hwy",Jessica/Jill,4/7/2003,entered by NK  09/10/03,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,development road,Outside,0,34.11499166,-118.8532515,0,,LOS ANGELES,Unincorp LA
367,78,Portage Cir,,Portage Circle Dirve,Jessica/Jill,4/7/2003,mb12/07/03 entered by NK 09/03/0,OTH-PRIVATE,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.11825181,-118.6240216,0,,LOS ANGELES,Unincorp LA
368,78,Portage Cir,,Portage Circle Drive,Jessica/Jill,4/7/2003,mb12/07/03 entered by NK 09/03/0,OTH-PRIVATE,UX,UX,UX,UX,,,,,,NA,NA,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,May become a UP if Summit-to-Summit properties are acquired.,Outside,0,34.11823004,-118.6256668,0,,LOS ANGELES,Unincorp LA
369,0,Redwood Grove,Franklin Canyon,Franklin Canyon Lake,MB/EE,6/21/2000,mb10/31/00,MRCA,OP,OP,OP,OP,HO,,,,,Tertiary,Tertiary,,Yes,No,Yes,40,0,0,0,parking lot,dirt,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,XX,Just a big parking area.,out,0,34.12094469,-118.4105245,0,Y,LOS ANGELES,Los Angeles
370,54,BBT - Mishe Mokwa Trailhead S,Circle X Ranch,BBT ^ Yerba Buena Rd,MB,,mb12/31/03 mb11/04/02,NPS,OP,OP,OP,OP,MU,MU,MU,,,Secondary,Secondary,,Yes,Yes,Yes,15,0,99,0,parking lot,dirt,Proposed,composting,No,Proposed,No,No,No,Proposed,Proposed,No,No,No,No,No,No,TMP Rec's:  Enlarge parking area.  Place restroom at S end of area.  Install 2-panel bulletin board.  Harden parking surface to protect arch resources.,,2,34.11418396,-118.9183345,0,Y,VENTURA,Unincorp Ventura
371,83,Stokes Cyn Rd at Headstorm Cyn Rd,,Stokes Canyon at Headstorm Canyon,Jessica/Jill,4/7/2003,mb01/02/04 entered by NK 09/03/0,,UX,UP,UP,UP,,HE,,,,NA,Unauthorized,,Maybe,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"Would be likely unofficial connection to parkland to north & Cold Creek Trail system.  ignore, close, SUP if the time comes?",Outside,0,34.11796786,-118.6781774,0,,LOS ANGELES,Unincorp LA
372,55,BBT - Mishe Mokwa Trailhead N,Circle X Ranch,"Yerba Buena Rd ^ BBT-Mishe Mokwa Trail, N side of road",MB,,mb12/31/03,NPS,UP,EC,EC,EC,HO,HO,,,,Tertiary,NA,,Yes,Yes,Yes,5,0,0,0,pullout,dirt,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,TMP Team:  Close this parking area and create better trailhead across Yerba Buena.,Outside,0,34.11450161,-118.9181947,0,,VENTURA,Unincorp Ventura
373,80,Topanga/Topanga Cyn Blvd,,Topanga Canyon Boulevard,Jessica,4/4/2003,mb12/07/03 entered by NK 09/03/0,OTH-PRIVATE,DL,DL,DL,DL,,,,,,NA,NA,,Yes,No,Yes,888,888,888,888,pullout,dirt,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,mb edits,Outside,0,34.11918289,-118.5918277,0,,LOS ANGELES,Unincorp LA
374,79,Halsey Rd,,Halsey Road,Jessica/Jill,4/7/2003,mb01/02/04 entered by NK 09/03/0,,DL,DL,DL,DL,,,,,,NA,NA,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.11869262,-118.6292072,0,,LOS ANGELES,Unincorp LA
375,68,Redkin Devt Entrance,,Terminus of Triunfo Dr.,MB,,mb12/30/03,,UP,UP,UP,UP,UN,HO,UN,,,Unauthorized,Unauthorized,Yes,No,No,Yes,888,888,888,888,on-street,paved,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"12/30/03 - In-hse review.  Redkin devt is not gated, but this would be used primarily by immediate neighborhood.  Close?",Outside,0,34.11684999,-118.773789,0,,LOS ANGELES,Unincorp LA
376,93,Barbara Fine Summit Overlook,Mulholland Scenic Parkway,11801 Mulholland Drive,MB/EE,6/21/2000,mb10/31/00,MRCA,OP,OP,OP,OP,NA,,,,,Overlook Only,Overlook Only,,No,No,Yes,4,0,0,1,pullout,paved,No,NA,No,No,No,No,No,No,No,No,Official,No,No,No,No,,out,0,34.12178977,-118.398395,0,,LOS ANGELES,Los Angeles
377,81,Henry Ridge Motorway,,Henry Ridge Motorway,Jessica/Jill,,mb12/07/03 entered by NK 09/03/0,OTH-PRIVATE,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.11931362,-118.6134162,0,,LOS ANGELES,Unincorp LA
378,93,Nancy Hoover Pohl Overlook,Fryman Canyon/Mulholland Scenic Parkway,8401 Mulholland Drive,Kerry/Andrew,3/14/2000,mb06/10/00,MRCA,OP,OP,OP,OP,HO,HO,,,,Tertiary,Tertiary,,Yes,Yes,Yes,19,0,0,1,parking lot,paved,No,NA,No,No,Yes,Yes,No,Yes,No,Yes,Official,No,No,No,No,10/14/09 MB - Visited site & confirmed facilities.  No picnic tables.  Benches.  Some exercise structures.,Outside,2,34.12214348,-118.3848616,0,Y,LOS ANGELES,Los Angeles
379,93,"Fryman Canyon -- Mulholland, east pullout",Fryman Canyon Park,Mulholland ^ Laurel Pass,Andrew,3/14/2000,mb06/10/00,NPS,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"Looks like OP path w.exercise equipment, but no signs.  Basically same trailhead as #4, just another on-street access point",Outside,0,34.12230003,-118.3832527,0,,LOS ANGELES,Los Angeles
380,78,Old Topanga Cyn Rd,,Old Topanga Canyon Road,Jessica/Jill,4/7/2003,mb01/02/04 entered by NK 09/03/0,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,mb edits,Outside,0,34.11959103,-118.6338703,0,,LOS ANGELES,Unincorp LA
381,89,Mandeville^Garden Land Rd.,Westridge-Canyonback Wilderness Park,Mandeville^Garden Land Rd.,MB/EE,8/4/2000,mb10/31/00,MRCA,OP,OP,OP,OP,MU,,,,,Tertiary,Tertiary,,Yes,No,Yes,1,0,0,0,on-street,paved,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,Private neighborhood area.  mb12/10/08 - Use designation confirmed by MRCA Jewel Johnson,Outside,0,34.12127013,-118.5066892,0,Y,LOS ANGELES,Los Angeles
382,83,Stokes Canyon / Headstorm Canyon Road,,Stokes Canyon / Headstorm Canyon Road,Jessica/Jill,4/7/2003,mb01/01/04 entered by NK 09/03/0,,UX,UP,UP,UP,,HE,,,,NA,Unauthorized,,Maybe,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,mb edits.  Assigned UP proposal because hope some agency acquires parkland in area.,Outside,0,34.11912708,-118.6750046,0,,LOS ANGELES,Calabasas
383,0,Blinderman Trailhead,Franklin Canyon,WODOC,MB/EE,6/21/2000,mb10/31/00,MRCA,OP,OP,OP,OP,HO,HO,,,,Secondary,Secondary,,Yes,Yes,Yes,10,0,0,1,parking lot,gravel,Yes,flush,Yes,Yes,No,Yes,Yes,Yes,XX,Proposed,No,Yes,No,No,XX,Uses same facilities as WODOC parking lot.,out,0,34.12252021,-118.4083013,0,Y,LOS ANGELES,Los Angeles
384,80,Topanga/Topanga Cyn Blvd,,Topanga Canyon Boulevard,Jessica,4/4/2003,mb12/07/03 entered by NK 09/03/0,OTH-PRIVATE,UX,UX,UX,UX,,,,,,NA,NA,,Yes,No,Yes,888,888,888,888,pullout,dirt,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,in,0,34.12069803,-118.591386,0,,LOS ANGELES,Unincorp LA
385,93,Autry Overlook,Fryman Canyon Park - Adj,8601 Mulholland Drive,Kerry,,mb11/01/00,MRCA,OP,OP,OP,OP,NA,,,,,Overlook Only,Overlook Only,,No,No,Yes,888,0,0,0,pullout,dirt,No,NA,No,No,No,No,No,No,No,No,Official,No,No,No,No,#6 is larger than #5.  Neither point is very nice.  #6 has curb to bump your car over to get to it.,Outside,0,34.12334692,-118.3891692,0,,LOS ANGELES,Los Angeles
386,81,Henry Ridge Motorway,,Henry Ridge Motorway,Jessica/Jill,,mb12/07/03 entered by NK 09/03/0,OTH-PRIVATE,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.12062684,-118.6131549,0,,LOS ANGELES,Unincorp LA
387,93,Dead Man Overlook,Fryman Canyon Park,8591 Mulholland Drive,Kerry/Andrew,,mb6/20/00,MRCA,OP,OP,OP,OP,NA,,,,,Overlook Only,Overlook Only,,No,No,Yes,888,0,0,0,pullout,dirt,No,NA,No,No,No,No,No,No,No,No,Official,No,No,No,No,"Trail exists that connects to Dearing Trail, but is steep, eroding & unsanctioned.",Outside,0,34.12365065,-118.3874287,0,,LOS ANGELES,Los Angeles
388,0,WODOC parking lot,Franklin Canyon,Upper Franklin Canyon ^ Franklin Cyn Drive,MB/EE,6/21/2000,mb10/31/00,MRCA,OP,OP,OP,OP,HO,HO,,,,Primary,Primary,,Yes,No,Yes,75,0,0,2,parking lot,gravel,Yes,flush,Yes,Yes,No,Yes,Yes,Yes,XX,Proposed,No,Yes,No,No,No,main parking for Sooky Goldman Nature Center,out,2,34.12357044,-118.4091044,0,Y,LOS ANGELES,Los Angeles
389,0,Berman Trail pullout,Franklin Canyon,Franklin Canyon ^ Dam,MB/EE,6/21/2000,mb10/31/00,MRCA,OP,OP,OP,OP,HO,HO,,,,Tertiary,Tertiary,,Yes,No,Yes,3,0,0,0,pullout,dirt,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,XX,,out,0,34.12381024,-118.409531,0,Y,LOS ANGELES,Los Angeles
390,93,Fryman Canyon -- Mulholland Terrace,Fryman Canyon Park,Laurel Canyon Boulevard,Kerry/Andrew,3/14/2000,mb06/10/00,,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"Unofficial park entrance for residents on N side of Mulholland Hwy in this vicinity.  Ignore, close, SUP?",Outside,0,34.12424321,-118.3768465,0,,LOS ANGELES,Los Angeles
391,81,Topanga / Alta Dr / Corsham Rd,,Corsham Road,Jessica/Jill,4/4/2003,mb12/07/03 entered by NK 09/03/0,OTH-PRIVATE,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.1218923,-118.6084563,0,,LOS ANGELES,Unincorp LA
392,77,Summit to Summit Mtwy,,Summit to Summit Motorway,Jessica/Jill,3/19/2003,mb12/07/03 entered by NK 09/03/0,OTH-PRIVATE,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.12236858,-118.6164797,0,,LOS ANGELES,Unincorp LA
393,93,Pinnacle Pl,Fryman adjacent,gated community off Mulholland Dr ^ Summit Circle,MB/EE,6/21/2000,mb10/31/00,PRIVATE,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,Yes,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,No,"parkland entrance from a gated community.  ignore, close, SUP?",Outside,0,34.12523197,-118.3975726,0,,LOS ANGELES,Los Angeles
394,93,Fryman Canyon -- Briarcliff Lane West,Fryman Canyon Park,Briarcliff,Kerry/Andrew,3/14/2000,mb06/20/00,NPS,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,Yes,Yes,No,Yes,4,0,0,0,on-street,paved,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"Access will be nil when private gate is closed.  Neighborhood entrance.  ignore, close, SUP?",Outside,0,34.12545162,-118.3858601,0,,LOS ANGELES,Los Angeles
395,77,Summit to Summit Mtwy,,Summit to Summit Motorway,Jessica/Jill,3/19/2003,mb12/07/03 entered by NK 09/03/0,OTH-PRIVATE,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.12265978,-118.6203849,0,,LOS ANGELES,Unincorp LA
396,93,Fryman Canyon -- Valleycrest Rd.,Fryman Canyon Park,Valley Crest Road,Andrew,3/17/2000,mb11/01/00,Private,DL,DL,DL,DL,,,,,,NA,NA,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"10 is same situation as 8, 9.  There might be access through a street to the north.  mb edits.",Outside,0,34.12585996,-118.3884282,0,,LOS ANGELES,Los Angeles
397,81,Topanga/Alta Dr,,Alta Dr & Altaridge Drive,Jessica/Jill,4/4/2003,mb12/07/03 entered by NK 09/03/0,OTH-PRIVATE,UX,UX,UX,UX,,,,,,NA,NA,,Maybe,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.12327217,-118.6060296,0,,LOS ANGELES,Unincorp LA
398,82,Calabasas Peak Mtwy,,Calabasas Peak Motorway,Jessica/Jill,3/19/2003,entered by NK 09/03/03,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.12277685,-118.6478438,0,,LOS ANGELES,Unincorp LA
399,77,Summit to Summit Mtwy,,Summit to Summit Motorway,Jessica/Jill,3/19/2003,mb12/07/03 entered by NK 09/03/0,OTH-PRIVATE,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.12326296,-118.615155,0,,LOS ANGELES,Unincorp LA
400,77,Summit-to-Summit Mtwy/Janes Tr,,Summit to Summit Motorway,Jessica/Jill,3/19/2003,mb12/07/03 entered by NK 09/03/0,OTH-PRIVATE,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.1231949,-118.622542,0,,LOS ANGELES,Unincorp LA
401,77,Summit to Summit Mtwy,,Summit to Summit Motorway,Jessica/Jill,3/19/2003,mb12/07/03 entered by NK 09/03/0,OTH-PRIVATE,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.12325792,-118.6211835,0,,LOS ANGELES,Unincorp LA
402,80,Santa Maria Road,Summit Valley Edmund D. Edelman Park,Santa Maria Road,MB - in office,5/28/2001,mb01/02/04 mb05/28/01,private,OP,OP,OP,OP,MU,,,,,Tertiary,Tertiary,,Yes,Maybe,Yes,1,0,0,0,pullout,dirt,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,No,"MB-info filled out in-house.  No easy, legitimate parking, but serves as xing over Santa Maria Cyn Rd.",Outside,0,34.12384172,-118.5880727,0,Y,LOS ANGELES,Unincorp LA
403,93,Fryman Canyon -- Briarcliff Lane East,Fryman Canyon Park,Briarcliff,Kerry/Andrew,3/14/2000,mb06/20/00,NPS,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,Yes,Yes,No,Yes,888,888,888,888,on-street,paved,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"Access will be nil when private gate is closed.  Neighborhood entrance.  ignore, close, SUP?",Outside,0,34.12666134,-118.38234,0,,LOS ANGELES,Los Angeles
404,77,Summit-to-Summit Mtwy,,Summit to Summit ^ Marquette Connector Trail,Jessica/Jill,3/19/2003,mb12/07/03 entered by NK 09/03/0,OTH-PRIVATE,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.124259,-118.624244,0,,LOS ANGELES,Unincorp LA
405,77,Adamsville Av / Summit to Summit Mtwy,,Adamsville Av / Summit to Summit Mtwy,Ralf,,mb12/07/03 entered by NK,OTH-PRIVATE,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.12482727,-118.6127698,0,,LOS ANGELES,Unincorp LA
406,71,Dirt Mulholland Dr ^ Garapito Trail,Topanga State Park,Dirt Mulholland Dr ^ Garapito Trail,MB/EE,6/27/2000,mb10/31/00,CDPR,DL,DL,DL,DL,,,,,,NA,NA,,Yes,Yes,Yes,888,888,888,888,on-street,dirt,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,XX,regulatory signage,out,0,34.12588101,-118.5482066,0,,LOS ANGELES,Los Angeles
407,76,Old Topanga ^ Calabasas Motorway,,Old Topanga ^ Calabasas Motorway,Jessica/Jill,3/19/2003,mb01/02/04 entered by NK 09/03/0,,DL,DL,DL,DL,NA,NA,NA,,,NA,NA,,No,No,Yes,0,0,0,0,on-street,dirt,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Trail designation signs don't look official.  Appears to be private equestrian trail.  Old utility & fire road access.  mb edits:  This is a major unofficial entrance to trail network via Cal Mtwy & Summit-to-Summit.  Equestrians enter from nearby equest,Outside,0,34.12493801,-118.6349132,0,,LOS ANGELES,Unincorp LA
408,78,Calabasas Mtwy ^ Old Topanga Cyn Rd,,Calabasas Mtwy ^ Old Topanga Cyn Rd,MB,,mb12/07/03 entered by NK 09/03/0,,UX,EM,EM,EM,MU,MU,MU,,,NA,Tertiary,,Yes,No,Yes,4,0,0,0,pullout,dirt,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Significant non-park entrance.  Many users.  Friendly access.  Nearby equestrian facility (authorized or not?) provides eq opportunities.,,0,34.12502553,-118.6348938,0,,LOS ANGELES,Unincorp LA
409,77,Summit-to-Summit Mtwy/Marquett,,Summit to Summit Motorway,Jessica/Jill,3/19/2003,mb12/07/03 entered by NK 09/03/0,OTH-PRIVATE,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.12524713,-118.6248711,0,,LOS ANGELES,Unincorp LA
410,68,Cornell Rd Access,Paramount Ranch,Cornell Rd ^ 3300 Block,MB,3/4/2003,mb12/30/03 entered by NK 09/03/0,,UP,UP,UP,UP,UN,EQ,NA,,,Unauthorized,Unauthorized,Yes,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,No,No,No,XX,No,No,No,No,No,"Private access.  If maintain as UP instead of EC, should an SUP be required?",,0,34.1236225,-118.7498924,0,,LOS ANGELES,Unincorp LA
411,74,Ed Edelman Park Neighborhood Entrance,Summit Valley Ed Edelman Park,Entrado Rd Neighborhood,,,mb01/02/04,MRCA,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,Yes,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"Neighborhood entrance to state parkland.  ignore, close, SUP?",Outside,0,34.12569637,-118.6012584,0,,LOS ANGELES,Unincorp LA
412,74,Ed Edelman Park Neighborhood Entrance,Canyon Oaks,Koontz Way Neighborhood,,,mb01/02/04,MRCA,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"Neighborhood entrance to state parkland.  ignore, close, SUP?",Outside,0,34.12568088,-118.6029642,0,,LOS ANGELES,Unincorp LA
413,71,Dirt Mulholland Dr ^ Temescal Cyn Fire Rd,Topanga State Park,Dirt Mulholland Dr ^ Temescal Cyn Fire Rd,MB/EE,6/27/2000,mb10/31/00,CDPR,DL,DL,DL,DL,,,,,,NA,NA,,Yes,Yes,Yes,888,888,888,888,on-street,dirt,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"SP regulatory signage, but not located at a park entrance.",Outside,0,34.12636819,-118.5564182,0,,LOS ANGELES,Los Angeles
414,120,Iredell Lane Trailhead,B.B.Dearing Trail Easemt/Fryman Cyn Adj,Iredell Ln ^ Lower Fryman Fire Rd,EE/JW,6/29/2000,mb10/31/00,MRCA,OP,OP,OP,OP,HO,HO,,,,Tertiary,Tertiary,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"10/14/09 MB Visited site over weekend.  Trash can is a private bin marked ""Trail"".  Sign is up trail a ways and only indicates direction to ""Rainforest"".  ""No Parking 7am to 8pm"" signs all up and down street.",out,0,34.12848672,-118.3987482,0,Y,LOS ANGELES,Los Angeles
415,0,Universal City Overlook,Mulholland Scenic Parkway,7701 Mulholland Drive,MB/EE,6/21/2000,mb10/31/00,SMMC/LA city,OP,OP,OP,OP,NA,NA,,,,Overlook Only,Overlook Only,,No,No,Yes,2,0,0,1,pullout,paved,No,NA,No,No,No,No,No,XX,XX,XX,Official,No,No,No,XX,,out,0,34.12909108,-118.3660611,0,,LOS ANGELES,Los Angeles
